,,,,,,,,,,,,,,,Shape và Size tấm >>>>>>>>>>>>>>>>>>>>>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,">>>,2D,inputs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-
STT,Mã Thiết Kế,Tên gọi riêng,Dòng hàng,Đường kính vòng (cm),Ni,Shape viên chủ, Size viên chủ , Vàng 18k , Vàng 14k , Pt900 , Vàng 10K ,"Plain/
Pattern", TL tấm (KC) , TL tấm (CZ) ,Shape1,Size1,SL1,Shape2,Size2,SL2,Shape3,Size3,SL3,Shape4,Size4,SL4,Shape5,Size5,SL5,Shape6,Size6,SL6,Shape7,Size7,SL7,Shape8,Size8,SL8,Shape9,Size9,SL9,Shape10,Size10,SL10,Loại ĐH mặc định khi có bất kỳ chỉnh sửa nào,Kích thước độ DÀY THÂN - Mặc định,Kích thước độ RỘNG THÂN - Mặc định,Kích thước độ DÀY ĐÁY - Mặc định,Kích thước độ RỘNG ĐÁY - Mặc định2,Kích thước độ DÀY ĐIỂM TRÊN - Mặc định,Kích thước độ RỘNG ĐIỂM TRÊN - Mặc định,Kích thước chiều CAO ổ/chấu,Plantinum (Có/Không),Nguyên nhân/Rủi ro Không làm Platinum,"Tên sản phẩm (Công bố Website)
Dòng hàng + Tên gọi riêng + Mã Thiết kế",Tên ngắn gọn,Cảm hứng thiết kế,Bộ sưu tập,Thời gian ra mắt,Image link, Dia+18K , Dia+14K , Dia+Pt900 , CZ+18K , CZ+14K , CZ+Pt900 , Dia+10K , CZ+10K ,Best-Selling,"Kiểu dáng
Main Catalogue","Kiểu dáng
Sub Catalogue",Vàng Trắng,Vàng Vàng,Vàng Hồng,Màu sắc mặc định Catalogue,Tấm (Có/Không),Brand Class,Product Class,Status,New version,Batch
47,BTA2124,,Bông tai,,,Round,4.1, 2.85 , 2.66 ,   , 1.70 , Plain , 0.10 ,,Round,1.5*1.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2124,0,0,Valentine Love,,," 19,300,000 "," 15,860,000 "," 19,950,000 "," 15,490,000 "," 12,060,000 "," 16,150,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class A , Active , -   , - 
48,BTA2125,,Bông tai,,,Round,3.6, 6.17 , 5.75 ,   ,, Plain , 0.28 ,,Round,1.1*1.1,32,Round,1.0*1.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2125,0,0,BTA 2021,,," 45,220,000 "," 39,300,000 "," 43,770,000 "," 31,400,000 "," 25,470,000 "," 29,950,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , - 
49,BTA2126,,Bông tai,,,Round,3.6, 3.03 , 2.82 ,   ,, Plain , 0.33 ,,Round,1.2*1.2,12,Round,1.0*1.0,28,Marquise,2.5*1.25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2126,0,0,BTA 2021,,," 27,290,000 "," 23,610,000 "," 27,920,000 "," 18,470,000 "," 14,790,000 "," 19,100,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , - 
50,BTA2127,,Bông tai,,,Round,4.5, 2.62 , 2.44 ,   ,, Plain , 0.13 ,,Round,0.9*0.9,28,Round,1.0*1.0,12,Round,0.8*0.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2127,0,0,Valentine Love,,," 24,000,000 "," 20,820,000 "," 24,680,000 "," 16,330,000 "," 13,150,000 "," 17,010,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng-Hồng , Yes , PREMIUM , Class C , Active , -   , - 
51,BTA2128,,Bông tai,,,Round,4.5, 3.64 , 3.39 ,   ,, Plain , 0.09 ,,Round,1.0*1.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2128,0,0,BTA 2021,,," 25,810,000 "," 21,400,000 "," 26,370,000 "," 19,840,000 "," 15,420,000 "," 20,400,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
52,BTA2130,,Bông tai,,,Round,5.2, 4.11 , 3.83 ,   ,, Plain , 0.08 ,,Round,1.0*1.0,12,Round,0.9*0.9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,họa tiết trái tim nhỏ ,Bông tai BTA2130,0,0,BTA 2021,,," 27,350,000 "," 22,380,000 ", - ," 21,910,000 "," 16,940,000 ", - , - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
53,BTA2131,,Bông tai,,,Round,4.5, 4.55 , 3.80 ,   ,, Plain , 0.43 ,,Round,0.9*0.9,20,Round,1.2*1.2,20,Round,1.5*1.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2131,0,0,BTA 2021,,," 42,100,000 "," 35,080,000 "," 42,550,000 "," 25,800,000 "," 18,770,000 "," 26,250,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , Class C , Active , -   , - 
54,BTA2132,,Bông tai,,,Round,4.6, 4.94 , 4.60 ,   ,, Plain , 0.63 ,,Round,1.0*1.0,32,Marquise,2.5*1.3,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2132,0,0,BTA 2021,,," 34,090,000 "," 28,100,000 "," 33,190,000 "," 27,610,000 "," 21,620,000 "," 26,710,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , - 
55,BTA2134,,Bông tai,,,Round,4.5, 3.48 , 3.24 ,   ,, Plain , 0.23 ,,Round,1.0*1.0,42,Round,1.2*1.2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2134,0,0,BTA 2021,,," 31,660,000 "," 27,440,000 "," 32,240,000 "," 20,530,000 "," 16,310,000 "," 21,110,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
56,BTA2135,Vintage Flower,Bông tai,,,Round,4.5, 4.15 , 3.87 ,   ,, Pattern , 0.24 ,,Round,1.1*1.1,16,Round,1.0*1.0,32,Round,0.9*0.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai Vintage Flower BTA2135,0,0,BTA 2021,,," 38,630,000 "," 33,610,000 "," 39,120,000 "," 25,820,000 "," 20,800,000 "," 26,310,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
57,BTA2136,,Bông tai,,,Cushion,4.5, 4.92 , 4.59 ,   ,, Plain , 0.96 ,,Marquise,3.5*1.75,16,Princess,2.0*2.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2136,0,0,BTA 2022,,," 39,620,000 "," 33,690,000 "," 38,730,000 "," 25,760,000 "," 19,820,000 "," 24,870,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E2 , Active , -   , - 
58,BTA2137,,Bông tai,,,Round,3.6, 7.67 , 7.15 ,   ,, Plain , 1.56 ,,Round,1.0*1.0,64,Round,1.7*1.7,16,Pear,4.0*2.5,8,Marquise,4.0*2.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2137,0,0,BTA 2021,,," 111,950,000 "," 103,210,000 "," 108,560,000 "," 40,210,000 "," 31,460,000 "," 36,820,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
59,BTA2138,Square Petal,Bông tai,,,Round,3.6, 5.48 , 5.11 ,   ,, Pattern , 0.36 ,,Round,1.3*1.3,24,Round,1.2*1.2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai Square Petal BTA2138,0,0,BTA 2021,,," 44,810,000 "," 38,180,000 "," 43,700,000 "," 31,100,000 "," 24,480,000 "," 30,000,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
60,BTA2139,,Bông tai,,,Round,3.6, 5.63 , 5.25 ,   ,, Pattern , 0.43 ,,Round,1.3*1.3,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2139,0,0,BTA 2021,,," 47,990,000 "," 41,190,000 "," 46,830,000 "," 31,970,000 "," 25,160,000 "," 30,800,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
61,BTA2140,,Bông tai,,,,   , 6.83 , 6.37 ,   ,, Plain , 1.37 ,,Round,3.0*3.0,2,Marquise,4.7*2.4,8,Marquise,4.0*2.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2140,0,0,BTA 2021,,," 85,760,000 "," 77,980,000 "," 84,040,000 "," 32,930,000 "," 25,150,000 "," 31,210,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , - 
62,BTA2141,,Bông tai,,,Round,3.6, 5.53 , 5.16 ,   ,, Pattern , 0.19 ,,Round,1.2*1.2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2141,0,0,BTA 2021,,," 40,120,000 "," 33,450,000 "," 39,000,000 "," 30,420,000 "," 23,750,000 "," 29,300,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
63,BTA2142,,Bông tai,,,Round,4.6, 4.14 , 3.86 ,   ,, Plain , 0.30 ,,Round,1.5*1.5,8,Round,0.9*0.9,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2142,0,0,BTA 2021,,," 39,820,000 "," 34,820,000 "," 40,320,000 "," 24,770,000 "," 19,770,000 "," 25,270,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
64,BTA2143,,Bông tai,,,Round,4.5, 6.58 , 6.13 ,   ,, Plain , 0.31 ,,Round,0.9*0.9,48,Round,1.0*1.0,36,Round,0.8*0.8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2143,0,0,BTA 2021,,," 53,880,000 "," 46,370,000 "," 52,270,000 "," 35,080,000 "," 27,560,000 "," 33,460,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , - 
65,BTA2144,,Bông tai,,,Round,4.5, 3.66 , 3.42 ,   ,, Pattern , 0.60 ,,Round,2.0*2.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,Vòng bi ở giữa nhỏ ,Bông tai BTA2144,0,0,BTA 2021,,," 43,810,000 "," 39,410,000 ", - ," 21,900,000 "," 17,500,000 ", - , - , - ,,Halo,All, Yes , Yes , Yes , Vàng , Yes , UPPER PREMIUM , E1 , Active , -   , - 
66,BTA2145,,Bông tai,,,,   , 5.27 , 4.91 ,   ,, Plain , 0.91 ,,Round,2.5*2.5,10,Round,3.5*3.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2145,0,0,BTA 2021,,," 67,390,000 "," 61,010,000 "," 66,360,000 "," 26,780,000 "," 20,390,000 "," 25,750,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E2 , Active , -   , - 
67,BTA2146,Plumeria ,Bông tai,,,Emerald,4.5, 3.86 , 3.60 ,   ,, Plain , 0.28 ,,Round,1.2*1.2,10,Round,1.3*1.3,10,Round,1.5*1.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai Plumeria  BTA2146,0,0,Valentine Love,,," 33,060,000 "," 28,400,000 "," 33,590,000 "," 21,280,000 "," 16,620,000 "," 21,810,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , Class C , Active , -   , - 
68,BTA2147,,Bông tai,,,Round,5, 4.31 , 4.02 ,   ,, Plain , 0.31 ,,Round,1.2*1.2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2147,0,0,BTA 2021,,," 36,750,000 "," 31,540,000 "," 37,230,000 "," 24,140,000 "," 18,930,000 "," 24,610,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , - 
69,BTA2148,,Bông tai,,,Round,4.5, 6.09 , 5.68 ,   ,, Plain , 0.42 ,,Round,0.9*0.9,96,Round,1.4*1.4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2148,0,0,BTA 2021,,," 54,840,000 "," 49,000,000 "," 53,420,000 "," 33,240,000 "," 27,400,000 "," 31,820,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , - 
70,BTA2149,Geometric Sunflower,Bông tai,,,Round,5.2, 5.17 , 4.82 ,   ,, Pattern , 0.61 ,,Princess Ngàm,1.8*1.8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai Geometric Sunflower BTA2149,0,0,BTA 2021,,," 58,120,000 "," 51,870,000 "," 57,140,000 "," 29,100,000 "," 22,850,000 "," 28,120,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , - 
71,BTA2150,Lovely Button,Bông tai,,,Round,4.6, 4.70 , 4.38 ,   ,, Plain , 0.31 ,,Round,1.5*1.5,8,Round,1.0*1.0,16,Round,1.7*1.7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai Lovely Button BTA2150,0,0,BTA 2021,,," 35,870,000 "," 30,180,000 "," 35,060,000 "," 25,060,000 "," 19,370,000 "," 24,250,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , E1 , Active , -   , - 
72,BTA2151,,Bông tai,,,Round,5.2, 5.18 , 4.83 ,   ,, Plain , 0.61 ,,Round,1.6*1.6,26,Round,1.3*1.3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2151,0,0,BTA 2021,,," 48,460,000 "," 42,200,000 "," 47,470,000 "," 28,270,000 "," 22,010,000 "," 27,280,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , - 
73,BTA2152,,Bông tai,,,Round,4.1, 2.57 , 2.40 ,   , 1.91 , Plain , 0.18 ,,Round,1.6*1.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2152,0,0,BTA 2021,,," 21,420,000 "," 18,320,000 "," 22,110,000 "," 14,510,000 "," 11,420,000 "," 15,200,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class A , Active , -   , - 
74,BTA2153,,Bông tai,,,Round,4.5, 2.37 , 2.21 ,   ,, Plain , 0.22 ,,Round,1.7*1.7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2153,0,0,Valentine Love,,," 21,870,000 "," 19,000,000 "," 22,580,000 "," 13,630,000 "," 10,760,000 "," 14,340,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , - 
75,BTA2154,Vintage Start,Bông tai,,,Round,5.4, 4.25 , 3.96 ,   ,, Pattern , 0.22 ,,Round,1.3*1.3,16,Round,0.9*0.9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,full vòng bi ngoài ,Bông tai Vintage Start BTA2154,0,0,BTA 2022,,," 35,810,000 "," 30,660,000 ", - ," 25,560,000 "," 20,420,000 ", - , - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
76,BTA2155,Double Halo Cushion,Bông tai,,,Cushion,4.5, 2.02 , 1.69 ,   ,, Plain , 0.51 ,,Round,0.9*0.9,38,Round,1.5*1.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai Double Halo Cushion BTA2155,0,0,BTA 2022,,," 33,790,000 "," 30,680,000 "," 34,540,000 "," 15,100,000 "," 11,990,000 "," 15,860,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E2 , Active , -   , - 
77,BTA2156,Little Start,Bông tai,,,Round,4.5, 3.46 , 2.92 ,   ,, Plain , 0.23 ,,Round,1.2*1.2,12,Round,1.5*1.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai Little Start BTA2156,0,0,BTA 2021,,," 28,750,000 "," 23,510,000 "," 29,330,000 "," 19,160,000 "," 13,930,000 "," 19,740,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , - 
78,BTA2157,Round & Baguette,Bông tai,,,Cushion,3.6, 2.02 , 1.69 ,   ,, Plain , 0.33 ,,Baguette,2.0*1.0,8,Round,0.9*0.9,32,Round,1.1*1.1,16,Round,1.2*1.2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai Round & Baguette BTA2157,0,0,BTA 2022,,," 30,350,000 "," 27,240,000 "," 31,110,000 "," 15,010,000 "," 11,900,000 "," 15,760,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
79,BTA2158,Marquise Halo,Bông tai,,,Cushion,4, 3.93 , 3.66 ,   ,, Plain , 0.63 ,,Round,1.1*1.1,32,Marquise,3.0*1.5,8,Round,1.7*1.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai Marquise Halo BTA2158,0,0,BTA 2022,,," 46,940,000 "," 42,170,000 "," 47,460,000 "," 23,360,000 "," 18,600,000 "," 23,890,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E2 , Active , -   , - 
80,BTA2159,,Bông tai,,,Round,5.4, 4.25 , 3.96 ,   ,, Pattern , 0.22 ,,Round,1.3*1.3,16,Round,0.9*0.9,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2159,0,0,BTA 2022,,," 35,810,000 "," 30,660,000 "," 36,290,000 "," 25,560,000 "," 20,420,000 "," 26,050,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E2 , Active , -   , - 
81,BTA2160,,Bông tai,,,Round, Ngọc trai , 4.28 , 3.58 ,   ,, Plain ,   ,,Round,1.0*1.0,32,Round,1.1*1.1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2160,0,0,BTA 2022,,," 29,890,000 "," 23,310,000 ", - ," 23,420,000 "," 16,830,000 ", - , - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
82,BTA2161,,Bông tai,,,Round,   , 3.20 , 2.98 ,   ,, Plain , 0.40 ,,Round,1.3*1.3,12,Round,1.9*1.9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA2161,0,0,Christmas 2022,,," 34,130,000 "," 30,250,000 "," 34,750,000 "," 18,170,000 "," 14,290,000 "," 18,790,000 ", - , - ,,Halo,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class A , Active , -   , - 
83,BTA3101,,Bông tai,,,,   , 2.28 , 2.10 ,   , 2.24 , Plain , 0.30 ,,Round,1.5*1.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA3101,0,0,Tierra Base Products,,," 25,400,000 "," 22,560,000 "," 26,130,000 "," 13,990,000 "," 11,150,000 "," 14,710,000 ", - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , - 
84,BTA3102,,Bông tai,,,,   , 2.89 , 2.65 ,   ,, Plain , 1.13 ,,Round,2.0*2.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA3102,0,0,Tierra Base Products,,," 51,880,000 "," 48,230,000 "," 52,530,000 "," 18,000,000 "," 14,350,000 "," 18,650,000 ", - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , UPPER PREMIUM , Class B , Active , -   , - 
85,BTA3104,,Bông tai,,,,   , 4.90 , 4.10 ,   ,, Plain , 0.23 ,,Round,1.5*1.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA3104,0,0,Tierra Base Products,,," 33,740,000 "," 26,210,000 "," 32,860,000 "," 25,180,000 "," 17,650,000 "," 24,300,000 ", - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
86,BTA3105,,Bông tai,,,,   , 2.73 , 2.51 ,   ,, Plain , 1.13 ,,Round,1.5*1.5,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA3105,0,0,Tierra Base Products,,," 54,360,000 "," 50,940,000 "," 55,030,000 "," 19,560,000 "," 16,140,000 "," 20,230,000 ", - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
87,BTA3106,,Bông tai,,,,   , 7.51 , 7.00 ,   ,, Plain , 0.32 ,,Round,1.0*1.0,2,Round,1.2*1.2,4,Round,1.5*1.5,8,Round,1.6*1.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA3106,0,0,BTA 2021,,," 47,810,000 "," 39,250,000 "," 45,830,000 "," 35,310,000 "," 26,740,000 "," 33,330,000 ", - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
88,BTA3107,,Bông tai,,,,   , 2.52 , 2.35 ,   ,, Plain , 0.92 ,,Round,2.2*2.2,14,Round,1.3*1.3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA3107,0,0,BTA 2021,,," 45,680,000 "," 42,630,000 "," 46,370,000 "," 17,060,000 "," 14,010,000 "," 17,750,000 ", - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class B , Active , -   , - 
89,BTA3108,,Bông tai,,,,   , 4.42 , 4.12 ,   ,, Pattern , 0.12 ,,Round,1.3*1.3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA3108,0,0,BTA 2021,,," 29,870,000 "," 24,520,000 "," 30,330,000 "," 24,560,000 "," 19,220,000 "," 25,030,000 ", - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
90,BTA3109,,Bông tai,,,,   , 3.27 , 3.04 ,   ,, Plain , 0.27 ,,Round,1.0*1.0,16,Round,1.1*1.1,32,Round,0.9*0.9,6,Round,0.8*0.8,2,Round,1.2*1.2,2,Round,1.4*1.4,2,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA3109,0,0,BTA 2021,,," 33,070,000 "," 29,090,000 "," 33,670,000 "," 19,960,000 "," 15,970,000 "," 20,560,000 ", - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
91,BTA3110,,Bông tai,,,Round,3.6, 4.34 , 4.05 ,   ,, Plain , 0.21 ,,Round,0.9*0.9,4,Round,1.2*1.2,12,Round,1.3*1.3,6,Round,1.0*1.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA3110,0,0,BTA 2021,,," 33,600,000 "," 28,370,000 "," 34,080,000 "," 23,890,000 "," 18,660,000 "," 24,360,000 ", - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
92,BTA3111,,Bông tai,,,Round,3.6, 2.70 , 2.26 ,   ,, Plain , 0.06 ,,Round,0.8*0.8,8,Round,0.9*0.9,8,Round,1.1*1.1,8,Round,1.0*1.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,Họa tiết  bi nhỏ ,Bông tai BTA3111,0,0,BTA 2021,,," 22,090,000 "," 17,940,000 ", - ," 16,120,000 "," 11,970,000 ", - , - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class B , Active , -   , - 
93,BTA3122,,Bông tai,,,Round,4.5, 7.15 , 6.67 ,   ,, Plain , 1.08 ,,Round,1.2*1.2,24,Round,2.7*2.7,2,Round,1.5*1.5,8,Round,2.0*2.0,8,Round,1.1*1.1,16,Round,1.0*1.0,72,Round,0.9*0.9,32,,,,,,,,,,,,,,,,,,,,Bông tai BTA3122,0,0,Lotus Of The Clear Moon,,," 84,320,000 "," 76,180,000 "," 82,480,000 "," 39,790,000 "," 31,650,000 "," 37,950,000 ", - , - ,,Cluster Hoop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
94,BTA4101,,Bông tai,,,Round,4.5, 2.73 , 2.51 ,   ,, Plain ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA4101,0,0,Tierra Base Products,,," 14,060,000 "," 10,640,000 "," 14,560,000 "," 14,060,000 "," 10,640,000 "," 14,560,000 ", - , - ,,Drop,All, Yes , Yes , Yes , Trắng , No , PREMIUM , Class C , Active , -   , - 
95,BTA4102,,Bông tai,,,Round,4.5, 2.16 , 1.81 ,   ,, Plain , 0.10 ,,Round,0.8*0.8,28,Round,1.0*1.0,2,Round,0.9*0.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA4102,0,0,Tierra Base Products,,," 21,590,000 "," 18,280,000 "," 22,330,000 "," 14,390,000 "," 11,070,000 "," 15,130,000 ", - , - ,,Drop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
96,BTA4103,,Bông tai,,,Round,4.5, 3.19 , 2.66 ,   ,, Pattern , 0.27 ,,Round,1.3*1.3,26,Round,2.0*2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA4103,0,0,Tierra Base Products,,," 32,040,000 "," 27,110,000 "," 32,660,000 "," 20,000,000 "," 15,070,000 "," 20,620,000 ", - , - ,,Drop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class B , Active , -   , - 
97,BTA4104,,Bông tai,,,Round,5.4, 3.52 , 3.23 ,   ,, Plain , 0.23 ,,Round,1.0*1.0,54,Round,1.5*1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bông tai BTA4104,0,0,Tierra Base Products,,," 32,580,000 "," 28,140,000 "," 33,150,000 "," 20,870,000 "," 16,440,000 "," 21,450,000 ", - , - ,,Drop,All, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , - 
